Date,Open,High,Low,Close,Volume,Dividends,Splits,AdjOpen,AdjHigh,AdjLow,AdjClose,sma20,sma50,sma100,sma200,ema12,ema26,macd,macd_signal,macd_hist,rsi14,bb_mid,bb_up,bb_low,bb_pctb,atr14,atr_pct,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_12m,vol_21,drawdown,dist_52w_high,dist_52w_low,vol_sma20,turnover_sar
2015-01-23,4748.189941,4771.180176,4737.950195,4757.879883,1653830000,0.000000,0.000000,4748.189941,4771.180176,4737.950195,4757.879883,,,,,4683.119895,,,,,59.321305,,,,,76.410768,0.016060,0.001575,0.040925,,,,,,0.000000,,,,7868724486901.889648
2015-01-26,4752.359863,4774.180176,4734.200195,4771.759766,1717510000,0.000000,0.000000,4752.359863,4774.180176,4734.200195,4771.759766,,,,,4697.768332,,,,,60.860888,,,,,72.663773,0.015228,0.002917,0.029644,,,,,,0.000000,,,,8195545115702.660156
2015-01-27,4698.229980,4721.870117,4659.830078,4681.500000,1954160000,0.000000,0.000000,4698.229980,4721.870117,4659.830078,4681.500000,,,,,4695.110196,,,,,48.109437,,,,,76.579326,0.016358,-0.018915,0.005725,,,,,,-0.018915,,,,9148400040000.000000
2015-01-28,4740.689941,4742.060059,4637.479980,4637.990234,2118680000,0.000000,0.000000,4740.689941,4742.060059,4637.479980,4637.990234,,,,,4685.865439,,,,,43.390020,,,,,79.294711,0.017097,-0.009294,-0.006305,,,,,,-0.028034,,,,9826417148971.119141
2015-01-29,4635.729980,4688.410156,4601.759766,4683.410156,2110710000,0.000000,0.000000,4635.729980,4688.410156,4601.759766,4683.410156,,,,,4685.471210,,,,,49.012946,,,,,79.990262,0.017079,0.009793,-0.014102,,,,,,-0.018515,,,,9885320650370.759766
2015-01-30,4671.209961,4703.810059,4631.100098,4635.240234,2264230000,0.000000,0.000000,4671.209961,4703.810059,4631.100098,4635.240234,4673.701489,,,,4677.459774,,,,,44.019207,4673.701489,4780.934359,4566.468620,0.320665,79.317403,0.017112,-0.010285,-0.025776,,,,,,-0.028610,,,1935951500.000000,10495249995029.820312
2015-02-02,4650.600098,4676.689941,4580.459961,4676.689941,2006450000,0.000000,0.000000,4650.600098,4676.689941,4580.459961,4676.689941,4671.195483,,,,4677.337681,,,,,48.848703,4671.195483,4775.505274,4566.885693,0.526337,80.848355,0.017288,0.008942,-0.019923,,,,,,-0.019923,,,1964516500.000000,9383544532119.449219
2015-02-03,4693.250000,4727.740234,4670.819824,4727.740234,2153520000,0.000000,0.000000,4693.250000,4727.740234,4670.819824,4727.740234,4674.954004,,,,4685.293558,,,,,54.100764,4674.954004,4781.823716,4568.084292,0.746965,78.722941,0.016651,0.010916,0.009877,0.000197,,,,0.183041,-0.009225,,,1982469000.000000,10181283148723.679688
2015-02-04,4699.810059,4744.330078,4697.790039,4716.700195,2212960000,0.000000,0.000000,4699.810059,4744.330078,4697.790039,4716.700195,4681.152002,,,,4690.231239,,,,,52.837278,4681.152002,4782.163444,4580.140559,0.675961,75.913157,0.016095,-0.002335,0.016971,0.013784,,,,0.174163,-0.011539,,,1984751000.000000,10437868863527.201172
2015-02-05,4729.649902,4767.379883,4722.799805,4765.100098,2036590000,0.000000,0.000000,4729.649902,4767.379883,4722.799805,4765.100098,4686.883496,,,,4701.962400,,,,,57.521086,4686.883496,4793.421989,4580.345003,0.867081,73.744540,0.015476,0.010261,0.017442,0.037529,,,,0.169828,-0.001396,,,1988683000.000000,9704555208585.820312
2015-02-06,4768.839844,4787.180176,4731.220215,4744.399902,2034060000,0.000000,0.000000,4768.839844,4787.180176,4731.220215,4744.399902,4687.293994,,,,4708.593057,,,,,55.005047,4687.293994,4794.692202,4579.895786,0.765861,72.237961,0.015226,-0.004344,0.023550,0.020198,,,,0.166399,-0.005734,,,1985113500.000000,9650394064662.121094
2015-02-09,4723.729980,4749.470215,4719.609863,4726.009766,1654680000,0.000000,0.000000,4723.729980,4749.470215,4719.609863,4726.009766,4688.390991,,,,4711.307821,4698.519044,12.788777,,,52.795601,4688.390991,4796.952587,4579.829395,0.673260,68.695105,0.014536,-0.003876,0.010546,-0.002149,,,,0.154478,-0.009588,,,1982056000.000000,7820033839604.879883
2015-02-10,4754.629883,4793.270020,4737.120117,4787.640137,1773730000,0.000000,0.000000,4754.629883,4793.270020,4737.120117,4787.640137,4694.537500,,,,4723.181790,4706.065298,17.116491,,,58.772336,4694.537500,4811.080427,4577.994572,0.899435,68.576591,0.014324,0.013041,0.012670,0.017766,,,,0.158806,0.000000,,,1977644500.000000,8491980940201.010742
2015-02-11,4788.370117,4810.359863,4780.129883,4801.180176,1793630000,0.000000,0.000000,4788.370117,4810.359863,4780.129883,4801.180176,4701.521509,,,,4735.294212,4714.034596,21.259617,,,59.971452,4701.521509,4826.186418,4576.856600,0.899706,65.444274,0.013631,0.002828,0.017911,0.029256,,,,0.155283,0.000000,,,1959217000.000000,8611540799078.879883
2015-02-12,4828.080078,4857.609863,4823.569824,4857.609863,2075470000,0.000000,0.000000,4828.080078,4857.609863,4823.569824,4857.609863,4712.436011,,,,4754.261295,4725.948489,28.312806,,,64.593438,4712.436011,4851.556073,4573.315949,1.021757,64.715399,0.013322,0.011753,0.019414,0.042070,,,,0.159089,0.000000,,,1959300000.000000,10081823542360.609375
2015-02-13,4869.729980,4893.839844,4860.120117,4893.839844,1942240000,0.000000,0.000000,4869.729980,4893.839844,4860.120117,4893.839844,4728.587012,,,,4775.878893,4739.757154,36.121739,,,67.211196,4728.587012,4873.368858,4583.805165,1.070696,62.433716,0.012758,0.007458,0.031498,0.054861,,,,0.158165,0.000000,,,1957599000.000000,9505011498610.560547
2015-02-17,4889.990234,4901.890137,4880.640137,4899.270020,1751490000,0.000000,0.000000,4889.990234,4901.890137,4880.640137,4899.270020,4741.831519,,,,4794.969729,4752.770344,42.199385,,,67.597874,4741.831519,4898.317830,4585.345207,1.003042,59.163259,0.012076,0.001110,0.036661,0.071858,,,,0.145244,0.000000,,,1946647500.000000,8581022447329.799805
2015-02-18,4890.839844,4907.500000,4885.600098,4906.359863,1684800000,0.000000,0.000000,4890.839844,4907.500000,4885.600098,4906.359863,4754.407007,,,,4812.188781,4765.206945,46.981836,,,68.126396,4754.407007,4921.524229,4587.289785,0.954630,56.227558,0.011460,0.001447,0.024797,0.058687,,,,0.140158,0.000000,,,1939135500.000000,8266235097182.399414
2015-02-19,4901.509766,4929.529785,4900.629883,4924.700195,1592890000,0.000000,0.000000,4901.509766,4929.529785,4900.629883,4924.700195,4767.271020,,,,4829.568353,4778.033101,51.535252,,,69.511800,4767.271020,4945.438386,4589.103655,0.941801,54.090334,0.010983,0.003738,0.025727,0.057972,,,,0.140077,0.000000,,,1926409000.000000,7844505693613.550781
2015-02-20,4919.779785,4957.020020,4905.589844,4955.970215,1761140000,0.000000,0.000000,4919.779785,4957.020020,4905.589844,4955.970215,4777.549536,,,,4849.081413,4792.252272,56.829142,42.762039,14.067102,71.765186,4777.549536,4974.361999,4580.737073,0.953276,53.883691,0.010872,0.006350,0.020249,0.061822,,,,0.140638,0.000000,,,1914638500.000000,8728157384445.100586
2015-02-23,4953.100098,4960.970215,4939.560059,4960.970215,1754850000,0.000000,0.000000,4953.100098,4960.970215,4939.560059,4960.970215,4787.704053,,,,4866.344947,4805.656485,60.688462,46.778599,13.909863,72.120018,4787.704053,5000.547414,4574.860692,0.907027,51.376794,0.010356,0.001009,0.013717,0.044327,,,,0.129866,0.000000,,,1919689500.000000,8705758581792.750977
2015-02-24,4956.209961,4971.180176,4945.140137,4968.120117,1834890000,0.000000,0.000000,4956.209961,4971.180176,4945.140137,4968.120117,4797.522070,,,,4882.041033,4818.494824,63.546210,50.447256,13.098954,72.649341,4797.522070,5024.888584,4570.155557,0.875161,49.432064,0.009950,0.001441,0.014053,0.044188,,,,0.129874,0.000000,,,1925558500.000000,9115953921482.130859
2015-02-25,4960.359863,4984.240234,4956.000000,4967.140137,1848560000,0.000000,0.000000,4960.359863,4984.240234,4956.000000,4967.140137,4811.804077,,,,4895.160339,4830.183356,64.976983,53.567632,11.409351,72.446317,4811.804077,5044.311429,4579.296725,0.834045,47.814098,0.009626,-0.000197,0.012388,0.040945,,,,0.130073,-0.000197,,,1920278500.000000,9182056571652.720703
2015-02-26,4969.270020,4989.109863,4955.509766,4987.890137,1905550000,0.000000,0.000000,4969.270020,4989.109863,4955.509766,4987.890137,4829.299072,,,,4909.451473,4842.528137,66.923336,56.394163,10.529173,74.096952,4829.299072,5059.382343,4599.215802,0.844638,46.734192,0.009370,0.004177,0.012831,0.065447,,,,0.105731,0.000000,,,1909622000.000000,9504674050560.351562
2015-02-27,4985.029785,4989.250000,4960.870117,4963.529785,1955590000,0.000000,0.000000,4985.029785,4989.250000,4960.870117,4963.529785,4843.305054,,,,4917.783552,4851.960118,65.823435,58.366774,7.456661,68.880025,4843.305054,5070.075486,4616.534622,0.765080,45.346038,0.009136,-0.004884,0.001525,0.070190,,,,0.100205,-0.004884,,,1901866000.000000,9706629212248.150391
2015-03-02,4973.430176,5008.569824,4972.009766,5008.100098,1931110000,0.000000,0.000000,4973.430176,5008.569824,4972.009766,5008.100098,4861.948047,,,,4931.695838,4864.084121,67.611717,60.283190,7.328527,72.671261,4861.948047,5077.737003,4646.159090,0.838646,45.322992,0.009050,0.008980,0.009500,0.069328,,,,0.099574,0.000000,,,1885210000.000000,9671192180248.779297
2015-03-03,4990.700195,4996.660156,4956.069824,4979.899902,2018900000,0.000000,0.000000,4990.700195,4996.660156,4956.069824,4979.899902,4877.108545,,,,4939.119720,4873.044991,66.074728,61.475046,4.599683,67.101164,4877.108545,5080.334326,4673.882764,0.752899,45.826192,0.009202,-0.005631,0.002371,0.074356,,,,0.092690,-0.005631,,,1885832500.000000,10053919912147.800781
2015-03-04,4961.240234,4973.319824,4938.899902,4967.140137,1824830000,0.000000,0.000000,4961.240234,4973.319824,4938.899902,4967.140137,4889.078540,,,,4943.434424,4880.301369,63.133055,61.814287,1.318769,64.685255,4889.078540,5083.261086,4694.895994,0.701001,45.465413,0.009153,-0.002562,0.000000,0.062106,,,,0.092649,-0.008179,,,1869398000.000000,9064186336201.710938
2015-03-05,4979.950195,4993.520020,4963.100098,4982.810059,1724200000,0.000000,0.000000,4979.950195,4993.520020,4963.100098,4982.810059,4902.384033,,,,4949.496816,4888.182591,61.314225,61.712440,-0.398215,66.290396,4902.384033,5082.815196,4721.952871,0.722872,44.344427,0.008899,0.003155,-0.001018,0.053952,,,,0.087959,-0.005050,,,1844960000.000000,8591361103727.800781
2015-03-06,4967.240234,4982.930176,4918.629883,4927.370117,1918220000,0.000000,0.000000,4967.240234,4982.930176,4918.629883,4927.370117,4910.497534,,,,4946.090521,4891.187023,54.903497,60.330739,-5.427241,56.504884,4910.497534,5079.144795,4741.850273,0.550023,45.826706,0.009300,-0.011126,-0.007285,0.044665,,,,0.098690,-0.016120,,,1839041500.000000,9451779905831.740234
2015-03-09,4936.080078,4950.470215,4920.819824,4942.439941,1696510000,0.000000,0.000000,4936.080078,4950.470215,4920.819824,4942.439941,4920.399536,,,,4945.528588,4895.106319,50.422269,58.325931,-7.903662,58.306536,4920.399536,5070.185292,4770.613781,0.573573,44.628578,0.009030,0.003058,-0.013111,0.037216,,,,0.094240,-0.013111,,,1822164000.000000,8384898784305.909180
2015-03-10,4899.509766,4903.439941,4859.790039,4859.790039,1876010000,0.000000,0.000000,4899.509766,4903.439941,4859.790039,4859.790039,4927.088550,,,,4932.331972,4892.412148,39.919825,54.610440,-14.690615,46.845641,4927.088550,5049.830204,4804.346896,0.225853,47.437286,0.009761,-0.016722,-0.024119,0.024321,,,,0.112354,-0.029614,,,1833230500.000000,9117014711064.390625
2015-03-11,4866.939941,4876.089844,4846.790039,4849.939941,1846020000,0.000000,0.000000,4866.939941,4876.089844,4846.790039,4849.939941,4930.203540,,,,4919.651341,4889.179227,30.472114,49.746888,-19.274774,45.692897,4930.203540,5040.583911,4819.823169,0.136423,46.100701,0.009505,-0.002027,-0.023595,0.026223,,,,0.111487,-0.031581,,,1836845000.000000,8953086129884.818359
2015-03-12,4853.979980,4895.799805,4853.200195,4893.290039,1855110000,0.000000,0.000000,4853.979980,4895.799805,4853.200195,4893.290039,4934.809033,,,,4915.594420,4889.491497,26.102923,44.990016,-18.887093,51.365032,4934.809033,5029.025515,4840.592551,0.279662,46.082993,0.009418,0.008938,-0.017966,0.022067,,,,0.106832,-0.022925,,,1839919000.000000,9077591284249.291016
2015-03-13,4885.540039,4904.470215,4842.799805,4871.759766,1851410000,0.000000,0.000000,4885.540039,4904.470215,4842.799805,4871.759766,4935.516528,,,,4908.848747,4888.147078,20.701670,40.109298,-19.407628,48.647382,4935.516528,5027.477651,4843.555406,0.153349,47.226667,0.009694,-0.004400,-0.011286,0.014700,,,,0.108251,-0.027224,,,1828716000.000000,9019624748370.060547
2015-03-16,4897.270020,4929.939941,4889.089844,4929.509766,1713480000,0.000000,0.000000,4897.270020,4929.939941,4889.089844,4929.509766,4937.300024,4798.338809,,,4912.028115,4891.277730,20.750385,36.222833,-15.472447,55.455230,4937.300024,5027.218756,4847.381293,0.456682,48.028785,0.009743,0.011854,-0.002616,0.014801,,,,0.108381,-0.015693,,,1817278000.000000,8446616393845.680664
2015-03-17,4912.649902,4944.910156,4907.020020,4937.430176,1724370000,0.000000,0.000000,4912.649902,4944.910156,4907.020020,4937.430176,4939.208032,4802.551211,,,4915.936904,4894.765280,21.171624,33.203466,-12.031842,56.310695,4939.208032,5027.330522,4851.085543,0.489913,47.287673,0.009577,0.001607,0.015976,0.008907,,,,0.105660,-0.014111,,,1815922000.000000,8513956472589.120117
2015-03-18,4926.830078,5001.569824,4907.720215,4982.830078,1983570000,0.000000,0.000000,4926.830078,5001.569824,4907.720215,4982.830078,4943.031543,4809.156416,,,4926.229899,4901.410062,24.819837,31.522676,-6.702839,60.941091,4943.031543,5031.786639,4854.276447,0.724204,50.685571,0.010172,0.009195,0.027400,0.017056,,,,0.109928,-0.005046,,,1830860500.000000,9883792257818.458984
2015-03-19,4982.020020,5000.020020,4979.939941,4992.379883,1674970000,0.000000,0.000000,4982.020020,5000.020020,4979.939941,4992.379883,4946.415527,4817.149209,,,4936.408274,4908.264583,28.143690,30.845569,-2.701879,61.856855,4946.415527,5037.361621,4855.469434,0.752701,48.455559,0.009706,0.001917,0.020250,0.017532,,,,0.109973,-0.003139,,,1834964500.000000,8362086532628.509766
2015-03-20,5033.470215,5042.140137,5020.069824,5026.419922,2825670000,0.000000,0.000000,5033.470215,5042.140137,5020.069824,5026.419922,4949.938013,4824.668203,,,4950.257893,4917.156177,33.101716,31.297498,1.804218,65.006297,4949.938013,5047.648018,4852.228007,0.891372,48.550487,0.009659,0.006818,0.031746,0.020655,,,,0.111499,0.000000,,,1888191000.000000,14203003980997.740234
2015-03-23,5020.600098,5031.390137,5010.970215,5010.970215,1608880000,0.000000,0.000000,5020.600098,5031.390137,5010.970215,5010.970215,4952.438013,4830.163809,,,4959.599206,4924.207689,35.391517,32.117316,3.274200,62.484532,4952.438013,5053.825892,4851.050133,0.788655,46.506461,0.009281,-0.003074,0.016525,0.011098,,,,0.110575,-0.003074,,,1880892500.000000,8062049759509.200195
2015-03-24,5010.100098,5032.479980,4994.560059,4994.729980,1611670000,0.000000,0.000000,5010.100098,5032.479980,4994.560059,4994.729980,4953.768506,4835.977012,,,4965.004408,4929.502706,35.501702,32.794865,2.706837,59.855998,4953.768506,5056.709381,4850.827631,0.698956,45.883314,0.009186,-0.003241,0.011605,0.006805,,,,0.111329,-0.006305,,,1869731500.000000,8049856466866.600586
2015-03-25,5002.830078,5006.759766,4876.520020,4876.520020,2219520000,0.000000,0.000000,5002.830078,5006.759766,4876.520020,4876.520020,4949.237500,4840.213213,,,4951.390428,4925.528622,25.861806,31.407153,-5.545347,45.012901,4949.237500,5057.538096,4840.936904,0.164279,51.998282,0.010663,-0.023667,-0.021335,-0.018438,,,,0.138804,-0.029822,,,1888279500.000000,10823533714790.400391
2015-03-26,4835.709961,4889.209961,4825.930176,4863.359863,2004960000,0.000000,0.000000,4835.709961,4889.209961,4825.930176,4863.359863,4943.010986,4844.250410,,,4937.846425,4920.869864,16.976562,28.519205,-11.542643,43.713265,4943.010986,5056.165183,4829.856789,0.148042,52.815208,0.010860,-0.002699,-0.025843,-0.020893,,,,0.138927,-0.032441,,,1893250000.000000,9750841990920.478516
2015-03-27,4863.740234,4899.259766,4859.660156,4891.220215,1678650000,0.000000,0.000000,4863.740234,4899.259766,4859.660156,4891.220215,4939.395508,4849.288418,,,4930.672786,4918.649916,12.022870,25.218264,-13.195394,47.189546,4939.395508,5054.395025,4824.395991,0.290541,51.859170,0.010603,0.005729,-0.026898,-0.019381,,,,0.139752,-0.026898,,,1879403000.000000,8210646813909.750000
2015-03-30,4921.779785,4948.459961,4921.120117,4947.439941,1778520000,0.000000,0.000000,4921.779785,4948.459961,4921.120117,4947.439941,4936.362500,4856.820820,,,4933.252463,4920.803781,12.448681,22.663311,-10.214630,53.438694,4936.362500,5046.843393,4825.881607,0.550133,52.248054,0.010561,0.011494,-0.012678,-0.003242,,,,0.145268,-0.015713,-0.015713,0.082397,1871773500.000000,8799120883867.320312
2015-03-31,4925.910156,4940.870117,4899.310059,4900.879883,1837660000,0.000000,0.000000,4925.910156,4940.870117,4899.310059,4900.879883,4932.411499,4862.150820,,,4928.271879,4919.314317,8.957562,19.921271,-10.963709,48.337259,4932.411499,5041.984771,4822.838227,0.356116,51.950663,0.010600,-0.009411,-0.018790,-0.021409,,,,0.144730,-0.024976,-0.024976,0.072210,1862711500.000000,9006150925793.779297
2015-04-01,4894.359863,4899.379883,4844.390137,4880.229980,1874960000,0.000000,0.000000,4894.359863,4899.379883,4844.390137,4880.229980,4928.065991,4866.658418,,,4920.880583,4916.394459,4.486124,16.833440,-12.347316,46.229389,4928.065991,5038.728207,4817.403776,0.283865,52.278193,0.010712,-0.004214,0.000761,-0.020014,,,,0.144240,-0.029084,-0.029084,0.067692,1865218000.000000,9150236003300.800781
2015-04-02,4885.410156,4901.330078,4872.959961,4886.939941,1563670000,0.000000,0.000000,4885.410156,4901.330078,4872.959961,4886.939941,4923.272485,4871.048818,,,4915.658805,4914.195402,1.463403,13.758794,-12.295391,47.037584,4923.272485,5032.242769,4814.302201,0.333292,50.554297,0.010345,0.001375,0.004849,-0.016146,,,,0.144321,-0.027749,-0.027749,0.069160,1857191500.000000,7641561377543.469727
2015-04-06,4855.939941,4929.620117,4852.910156,4917.319824,1737560000,0.000000,0.000000,4855.939941,4929.620117,4852.910156,4917.319824,4922.769971,4874.387217,,,4915.914353,4914.428533,1.485819,11.303791,-9.817972,50.653966,4922.769971,5031.753385,4813.786557,0.474996,52.438980,0.010664,0.006217,0.005336,-0.013143,0.040304,,,0.145744,-0.021705,-0.021705,0.075807,1848158500.000000,8544138233389.440430
2015-04-07,4917.500000,4948.879883,4909.770020,4910.229980,1572940000,0.000000,0.000000,4917.500000,4948.879883,4909.770020,4910.229980,4921.159473,4877.434219,,,4915.039817,4914.115425,0.924392,9.227636,-8.303244,49.799361,4921.159473,5029.870627,4812.448319,0.449732,51.479135,0.010484,-0.001442,-0.007521,-0.003479,0.055380,,,0.140695,-0.023116,-0.023116,0.074256,1841980000.000000,7723497144741.200195
2015-04-08,4914.149902,4956.720215,4914.149902,4950.819824,1714210000,0.000000,0.000000,4914.149902,4956.720215,4914.149902,4950.819824,4925.710962,4881.015420,,,4920.544523,4916.851296,3.693227,8.120636,-4.427409,54.529237,4925.710962,5031.177598,4820.244325,0.619037,51.120087,0.010326,0.008266,0.010190,0.001695,0.077966,,,0.143314,-0.015041,-0.015041,0.083136,1833890000.000000,8486744850499.040039
2015-04-09,4950.839844,4975.930176,4928.109863,4974.560059,1729750000,0.000000,0.000000,4950.839844,4975.930176,4928.109863,4974.560059,4931.941968,4886.876621,,,4928.854720,4921.150795,7.703925,8.037287,-0.333362,57.076579,4931.941968,5033.201127,4830.682809,0.710441,50.882733,0.010229,0.004795,0.019329,0.023616,0.069690,,,0.130240,-0.010317,-0.010317,0.088330,1828076500.000000,8604745262055.250977
2015-04-10,4977.029785,4996.080078,4970.020020,4995.979980,1494240000,0.000000,0.000000,4977.029785,4996.080078,4970.020020,4995.979980,4937.076465,4894.036416,,,4939.181803,4926.723431,12.458373,8.921564,3.536808,59.292464,4937.076465,5040.474893,4833.678036,0.784838,49.098124,0.009828,0.004306,0.022313,0.030112,0.054852,,,0.130144,-0.006056,-0.006056,0.093016,1810033000.000000,7465193125315.200195
2015-04-13,5001.549805,5024.250000,4985.959961,4988.250000,1544190000,0.000000,0.000000,5001.549805,5024.250000,4985.959961,4988.250000,4942.900976,4900.133213,,,4946.730831,4931.303582,15.427249,10.222772,5.204477,58.126271,4942.900976,5043.903662,4841.898291,0.724494,48.321446,0.009687,-0.001547,0.014425,0.019406,0.060412,,,0.127582,-0.007594,-0.007594,0.091325,1794672000.000000,7702805767500.000000
2015-04-14,4988.819824,4996.819824,4952.009766,4977.290039,1571360000,0.000000,0.000000,4988.819824,4996.819824,4952.009766,4977.290039,4945.289990,4906.974209,,,4951.432287,4934.725640,16.706647,11.519603,5.187043,56.431511,4945.289990,5047.215105,4843.364876,0.656978,48.069224,0.009658,-0.002197,0.013657,0.021662,0.067010,,,0.126644,-0.009774,-0.009774,0.088927,1787566000.000000,7821114475683.041016
2015-04-15,4992.620117,5021.189941,4989.240234,5011.020020,1795530000,0.000000,0.000000,4992.620117,5021.189941,4989.240234,5011.020020,4948.969482,4913.660811,,,4960.599695,4940.401115,20.198580,13.255459,6.943121,60.270691,4948.969482,5054.933080,4843.005884,0.792792,47.769863,0.009533,0.006777,0.012160,0.016535,0.074980,,,0.122335,-0.003064,-0.003064,0.096307,1791124000.000000,8997436776510.599609
2015-04-16,4999.359863,5016.000000,4996.000000,5007.790039,1662850000,0.000000,0.000000,4999.359863,5016.000000,4996.000000,5007.790039,4950.217480,4919.261807,,,4967.859792,4945.412541,22.447251,15.093869,7.353382,59.727926,4950.217480,5058.424414,4842.010547,0.766030,45.776701,0.009141,-0.000645,0.006680,0.014250,0.079423,,,0.122399,-0.003706,-0.003706,0.095600,1775088000.000000,8327203666351.150391
2015-04-17,4966.109863,4974.089844,4912.330078,4931.810059,1985190000,0.000000,0.000000,4966.109863,4974.089844,4912.330078,4931.810059,4947.188989,4923.564004,,,4962.313651,4944.401278,17.912373,15.657582,2.254791,48.633077,4947.188989,5053.806108,4840.571871,0.427878,49.341448,0.010005,-0.015172,-0.012844,-0.010239,0.078977,,,0.129968,-0.018823,-0.018823,0.078977,1790599000.000000,9790580011026.210938
2015-04-20,4958.069824,5000.200195,4952.680176,4994.600098,1646340000,0.000000,0.000000,4958.069824,5000.200195,4952.680176,4994.600098,4945.597998,4928.154004,,,4967.280818,4948.132253,19.148564,16.355791,2.792773,55.920254,4945.597998,5048.107453,4843.088543,0.739013,50.707742,0.010153,0.012732,0.001273,0.000445,0.077728,,,0.137632,-0.006331,-0.006331,0.092714,1731632500.000000,8222809925341.319336
2015-04-21,5023.959961,5028.220215,5009.509766,5014.100098,1721260000,0.000000,0.000000,5023.959961,5028.220215,5009.509766,5014.100098,4945.754492,4933.548008,,,4974.483810,4953.034021,21.449789,17.374605,4.075184,57.916948,4945.754492,5048.692814,4842.816170,0.831974,49.482473,0.009869,0.003904,0.007396,-0.002451,0.077178,,,0.136190,-0.002451,-0.002451,0.096980,1737251500.000000,8630569934683.479492
2015-04-22,5026.569824,5040.649902,4992.620117,5035.169922,1696380000,0.000000,0.000000,5026.569824,5040.649902,4992.620117,5035.169922,4947.776489,4939.731211,,,4983.820164,4959.135751,24.684412,18.836583,5.847829,60.024034,4947.776489,5056.207566,4839.345413,0.902991,49.378337,0.009807,0.004202,0.004819,0.004829,0.078791,,,0.136508,0.000000,0.000000,0.101590,1741487000.000000,8541561552282.360352
